Timestamp,X-Axis,Y-Axis,Z-Axis
162710,6171,843,-894
162720,2804,1212,-3
162730,8130,-387,115
162740,825,2402,-965
162750,250,1402,-994
162760,1942,3941,-381
162770,4266,481,-8
162780,-956,2368,558
162790,6453,2118,514
162800,1379,-717,970
162810,644,70,-533
162820,8812,1030,629
162830,-475,1262,-119
162840,-519,1467,-110
162850,6543,924,-612
162860,-169,-896,-440
162870,3212,665,889
162880,194,2921,706
162890,4632,3527,889
162900,405,214,-155
162910,10067,-899,-748
162920,5917,1915,721
162930,7962,1407,-574
162940,-886,99,-72
162950,3205,-488,733
162960,6576,1964,386
162970,8024,2238,238
162980,1853,4,584
162990,3435,143,-712
163000,3245,522,-331
163010,2104,598,-419
163020,4193,3735,-156
163030,9545,3432,-875
163040,2051,-558,-677
163050,6371,-376,-337
163060,643,469,-769
163070,2522,3251,-738
163080,73,83,-583
163090,10266,875,-715
163100,7221,3240,-806
163110,6568,2845,-576
163120,5574,1977,-624
163130,2524,1140,455
163140,6617,-160,97
163150,7087,3775,918
163160,9091,-989,811
163170,7734,522,-874
163180,9265,1492,7
163190,1875,627,588
163200,10452,2742,-614
163210,5802,3397,611
163220,3910,2741,-363
163230,4159,-336,531
163240,10404,-428,-386
163250,3683,2543,-912
163260,9015,607,160
163270,479,1439,609
163280,2240,1752,-843
163290,8023,1531,342
163300,2724,3210,394
163310,4224,-257,155
163320,2726,2532,344
163330,575,44,-521
163340,5498,1005,12
163350,5191,565,949
163360,6319,3621,-829
163370,7476,440,133
163380,4993,1125,-590
163390,5360,239,346
163400,7674,812,-316
163410,9323,478,-334
163420,6980,893,-170
163430,3113,2595,7
163440,-486,2737,-170
163450,2834,1421,138
163460,10816,2799,512
163470,4846,1258,-563
163480,6850,3404,-561
163490,1643,3678,-642
163500,4943,-949,782
163510,1446,1754,679
163520,5103,1452,904
163530,7784,2132,899
163540,6614,141,-304
163550,10717,-196,-615
163560,7862,1140,-787
163570,6344,3139,-165
163580,878,811,-378
163590,2788,-54,10
163600,6159,139,-411
163610,10674,1510,466
163620,2384,1591,669
163630,3878,1677,-300
163640,3905,1570,-445
163650,1104,628,651
163660,3684,827,-121
163670,6221,1341,489
163680,4911,180,-947
163690,558,-467,845
163700,7722,635,890
163710,6773,3848,856
163720,5058,3465,60
163730,9555,3968,296
163740,4649,456,-805
163750,7407,-856,49
163760,3352,-548,549
163770,10271,864,237
163780,4823,-70,236
163790,153,2856,-955
163800,4206,3270,-825
163810,-122,-159,317
163820,1514,413,707
163830,2332,1239,162
163840,-279,-333,-315
163850,204,2900,448
163860,3774,2383,-4
163870,1318,3136,-994
163880,5450,-588,181
163890,4386,914,10
163900,3783,3049,-495
163910,2057,1216,-270
163920,371,2276,265
163930,5568,1976,-679
163940,4345,261,343
163950,8469,841,-423
163960,7924,1407,877
163970,5539,1222,595
163980,1301,2655,348
163990,1266,3277,297
164000,442,1151,914
164010,6217,2374,-434
164020,-970,1600,-160
164030,3136,-170,-350
164040,4537,3522,842
164050,3724,2643,399
164060,10524,-225,481
164070,755,2085,-491
164080,9016,2841,484
164090,10555,1351,919
164100,4408,1969,-757
164110,1033,-784,374
164120,-162,1451,-231
164130,991,-999,-933
164140,4665,-838,767
164150,3086,1393,677
164160,2427,833,728
164170,9709,1869,-365
164180,6837,772,130
164190,3602,2013,-854
164200,7258,859,-626
164210,6887,-331,-746
164220,6011,3984,696
164230,10505,-679,896
164240,997,-548,969
164250,1785,-343,-700
164260,6168,43,-639
164270,8132,867,-604
164280,-73,3953,238
164290,6833,706,405
164300,8103,275,485
164310,9870,3479,638
164320,6537,1400,505
164330,382,292,48
164340,9310,2330,972
164350,10890,2671,-930
164360,7511,1214,373
164370,1996,573,334
164380,5174,3795,272
164390,-20,-567,-245
164400,50,921,555
164410,-801,1688,337
164420,8762,3755,518
164430,9269,-277,-152
164440,4587,537,-369
164450,1102,-538,-33
164460,9748,442,-359
164470,10547,-887,-727
164480,1885,-999,-999
164490,7203,-633,820
164500,9299,-445,-71
164510,7576,289,-187
164520,4604,-526,-767
164530,1105,-716,343
164540,10881,3536,244
164550,5722,150,44
164560,7932,1946,-706
164570,5269,440,779
164580,835,329,515
164590,9835,-877,859
164600,4452,1409,-545
164610,112,-960,9
164620,4113,2422,-952
164630,6330,1938,574
164640,10900,3620,10
164650,-765,-152,-276
164660,3001,243,-459
164670,75,2829,22
164680,-621,3758,-347
164690,-819,2375,-706
164700,366,2412,80
164710,2514,1020,-741
164720,10238,2308,-813
164730,3201,-156,322
164740,-874,2538,-875
164750,4246,264,148
164760,8685,3496,753
164770,9580,2842,-718
164780,-77,-114,171
164790,8932,2485,868
164800,71,513,976
164810,614,-119,-726
164820,3313,2619,-693
164830,2545,559,39
164840,7433,2393,549
164850,6934,1879,884
164860,1681,-120,-339
164870,820,782,-578
164880,10386,-521,30
164890,6380,-89,581
164900,4917,3455,-859
164910,10148,2250,-840
164920,3730,1886,231
164930,4377,-505,-296
164940,6092,1624,494
164950,1390,3230,418
164960,2547,1110,654
164970,2450,1224,778
164980,9663,698,-651
164990,26,2264,-799
165000,7935,-719,339
165010,7493,3744,999
165020,7676,-149,-120
165030,10847,-434,669
165040,-557,1753,-925
165050,4891,1787,-77
165060,3395,741,-96
165070,-285,-73,976
165080,10364,-879,-523
165090,591,-933,-965
165100,1551,-316,-341
165110,2744,880,95
165120,5809,2849,326
165130,7662,2597,557
165140,6918,3494,254
165150,3412,-852,-887
165160,7385,-729,770
165170,2608,1190,-987
165180,1667,2754,619
165190,593,-423,846
165200,7645,762,-524
165210,7574,2812,-21
165220,4099,1397,-881
165230,10468,2856,978
165240,9688,2712,-913
165250,8037,3657,-454
165260,7535,-263,671
165270,9473,2588,818
165280,-963,-541,860
165290,4257,2604,-927
165300,745,390,274
165310,7983,2206,22
165320,6665,128,134
165330,3022,922,303
165340,1113,822,-959
165350,1609,2912,-423
165360,6379,3537,115
165370,6084,1573,939
165380,9817,2124,-690
165390,5493,2608,293
165400,5712,3811,-427
165410,785,3611,-845
165420,8031,285,802
165430,6632,-681,-78
165440,6162,787,994
165450,-909,3625,374
165460,-566,347,-996
165470,2682,3890,-351
165480,1795,676,161
165490,3606,3728,772
165500,9904,2381,182
165510,7046,1087,308
165520,6774,1180,-107
165530,3563,1352,-236
165540,6727,771,408
165550,5030,51,-143
165560,4879,969,-35
165570,1674,884,-970
165580,2674,3569,658
165590,-244,-173,599
165600,4012,3166,92
165610,3146,3030,458
165620,9582,1729,741
165630,-284,-679,-305
165640,4754,3394,166
165650,8799,3459,897
165660,188,3831,-605
165670,2184,1785,375
165680,6460,307,476
165690,851,3489,83
165700,-240,3927,-728
165710,228,404,-613
165720,10816,1487,857
165730,3912,2488,97
165740,7963,3162,-8
165750,1996,716,-506
165760,1508,1932,-803
165770,1133,1006,-819
165780,5910,1521,171
165790,6459,1352,216
165800,8929,-839,409
165810,7743,-682,262
165820,-113,2777,-587
165830,4174,1681,-792
165840,7381,645,587
165850,2083,-869,105
165860,3192,3369,-23
165870,1664,1685,524
165880,3855,-354,395
165890,-254,3849,644
165900,4013,3720,928
165910,5095,419,455
165920,8118,1253,-217
165930,7396,1772,-307
165940,326,1226,486
165950,590,80,-13
165960,6010,-144,379
165970,2959,916,-701
165980,6685,3404,166
165990,4405,3730,-65
166000,5022,2008,293
166010,10594,3753,51
166020,1249,-274,-666
166030,3399,1378,-501
166040,3622,-251,567
166050,9134,27,-546
166060,2684,809,549
166070,3451,2566,593
166080,7837,30,-419
166090,7349,-292,345
166100,9441,2,-621
166110,2606,-394,711
166120,2441,-738,18
166130,6245,3328,-346
166140,-615,1214,769
166150,414,3382,355
166160,690,1900,-707
166170,3126,-555,-543
166180,3311,87,410
166190,4266,-659,-963
166200,3791,954,257
166210,10115,1304,14
166220,4025,2350,882
166230,1097,-579,-740
166240,84,3344,-668
166250,2311,31,-943
166260,4553,569,-211
166270,10344,1388,154
166280,4473,-494,606
166290,1816,5,94
166300,2357,95,-958
166310,552,1945,-999
166320,4107,-281,-794
166330,7432,-29,-14
166340,3587,506,-416
166350,8855,3402,-37
166360,6072,948,-471
166370,249,1635,882
166380,8569,-484,721
166390,2062,253,413
166400,7382,3353,-932
166410,1249,-606,-477
166420,10243,645,30
166430,427,461,-716
166440,3220,1427,916
166450,7743,-562,714
166460,4133,3757,866
166470,7889,566,-341
166480,7397,3826,-445
166490,4477,285,-811
166500,4482,-235,-701
166510,6333,1108,939
166520,4329,1851,853
166530,1287,2008,-407
166540,7917,2107,-386
166550,6282,-224,524
166560,5950,2432,-821
166570,4682,399,-722
166580,-112,3318,242
166590,7240,-44,-292
166600,3110,3783,-665
166610,6321,1374,233
166620,8923,-58,-130
166630,4120,-248,958
166640,6138,1817,360
166650,6045,2752,249
166660,9039,2425,-114
166670,971,2549,837
166680,7503,1117,-313
166690,-765,-38,100
166700,1194,3290,-317
166710,4572,1514,784
166720,4454,1309,850
166730,-790,3890,-254
166740,10420,714,674
166750,2988,1692,345
166760,2778,3086,-920
166770,5509,-360,42
166780,4139,2492,784
166790,5469,-38,745
166800,581,2598,118
166810,4942,1037,-116
166820,2763,3115,-452
166830,6193,1577,334
166840,8499,209,-463
166850,10404,1339,-864
166860,6402,-569,-852
166870,5923,-988,-831
166880,5067,1037,964
166890,5095,2932,765
166900,7378,441,-20
166910,678,160,-511
166920,8282,1112,-900
166930,2066,591,-499
166940,-89,1083,-573
166950,10590,55,596
166960,3778,2814,865
166970,4600,1327,-817
166980,10683,3516,184
166990,4028,3626,-801
167000,6178,2735,-361
167010,3939,-194,-804
167020,1640,3235,308
167030,5246,-796,180
167040,4679,601,550
167050,7561,3946,-433
167060,8429,417,-199
167070,-282,347,92
167080,627,3658,677
167090,10223,1469,-625
167100,5379,532,531
167110,8474,1185,342
167120,3563,-7,-771
167130,7587,1315,-657
167140,5794,490,140
167150,7005,772,-417
167160,6566,3117,-916
167170,4788,-321,297
167180,2926,1251,-330
167190,972,314,-783
167200,-203,2814,-168
167210,693,-386,-858
167220,8424,3082,-780
167230,-645,3952,-175
167240,4813,1364,-905
167250,819,-73,-255
167260,7282,3837,953
167270,7121,1412,-651
167280,5308,3981,108
167290,4595,1858,813
167300,6721,-780,-267
167310,5601,713,-541
167320,9291,267,35
167330,8848,2672,324
167340,4489,3174,-372
167350,5259,1299,-752
167360,9455,765,64
167370,6420,2243,-783
167380,4613,1299,-951
167390,116,2211,-249
167400,2902,1237,-844
167410,5205,775,-559
167420,8102,-755,274
167430,8673,3435,-184
167440,1743,2850,-896
167450,4498,-640,118
167460,2333,2416,-931
167470,1529,1293,-700
167480,4186,183,-913
167490,-370,2957,28
167500,7211,3821,-173
167510,1596,1985,-826
167520,-654,1484,-802
167530,-660,3820,-448
167540,4777,-743,-814
167550,3871,949,-700
167560,10455,3628,399
167570,5452,3271,-354
167580,499,3388,312
167590,10858,1969,55
167600,9248,3263,670
167610,9477,199,378
167620,473,2383,-434
167630,10099,3859,-24
167640,5728,2392,-286
167650,10628,1680,1
167660,-472,725,371
167670,-228,3663,508
167680,3031,242,792
167690,933,1693,913
167700,7669,2846,-933
167710,43,1803,-431
167720,668,367,924
167730,6415,3948,871
167740,7755,1024,-121
167750,3818,2105,-519
167760,2601,1378,-1000
167770,3093,3644,904
167780,7030,1295,-59
167790,-641,3941,662
167800,711,1390,561
167810,3530,3717,114
167820,3409,1118,-342
167830,-52,-855,343
167840,2235,3598,447
167850,3460,-841,516
167860,8845,1623,718
167870,-183,2806,-173
167880,10352,3439,-324
167890,9013,2823,-981
167900,3298,-128,-168
167910,3392,526,196
167920,5734,363,177
167930,2023,1903,335
167940,377,494,795
167950,-470,-385,438
167960,2074,-761,-435
167970,2582,494,814
167980,9114,-473,657
167990,5161,3977,-113
168000,4663,4464,870
168010,2802,3295,87
168020,7411,3651,-954
168030,3430,147,817
168040,-547,346,437
168050,7989,3461,-870
168060,6058,2051,-632
168070,4108,1098,751
168080,625,3617,-628
168090,3970,1262,382
168100,10117,-299,605
168110,6148,3251,-435
168120,7653,2011,-662
168130,3264,-490,-829
168140,-521,1447,-332
168150,627,2571,-260
168160,5992,1309,930
168170,10966,3399,73
168180,-148,242,895
168190,690,2684,-732
168200,880,3318,-57
168210,9959,3023,209
168220,4151,-15,769
168230,2764,-71,658
168240,4677,1122,220
168250,5263,1682,-876
168260,1531,2914,-924
168270,8733,3269,788
168280,-463,152,-869
168290,7422,1089,-591
168300,505,-756,605
168310,5481,1112,723
168320,7687,766,403
168330,1685,1051,-918
168340,2009,250,-972
168350,7035,-765,-975
168360,1713,-317,807
168370,3936,-438,977
168380,5468,1768,-770
168390,4960,1046,-780
168400,382,2670,180
168410,7827,1776,-17
168420,3712,2084,524
168430,1923,2495,2
168440,2987,461,674
168450,712,1202,-586
168460,10580,830,521
168470,-86,3158,-211
168480,2992,-399,-961
168490,2328,3468,-56
168500,6911,2587,415
168510,4049,-827,352
168520,5806,0,-361
168530,6616,2695,-72
168540,1963,3679,-694
168550,2534,1988,-261
168560,8535,3675,359
168570,4022,1176,96
168580,8311,1946,609
168590,5381,1613,-772
168600,1789,922,-924
168610,2964,451,-430
168620,764,564,193
168630,8309,221,223
168640,6751,-451,535
168650,2565,887,995
168660,3519,1052,-709
168670,5986,332,744
168680,1296,36,-501
168690,2438,3042,309
168700,9176,1173,576
168710,2237,1094,-881
168720,7754,2241,-343
168730,10847,1672,-716
168740,9057,298,172
168750,2002,-782,683
168760,7314,-91,-894
168770,3162,199,660
168780,4611,1853,-192
168790,2376,1922,18
168800,2157,1289,366
168810,1507,990,601
168820,1021,771,980
168830,287,2907,992
168840,3363,3366,-747
168850,-511,2902,-281
168860,981,-302,556
168870,9637,-210,838
168880,9074,63,-805
168890,5844,3953,-645
168900,2051,-467,-327
168910,3513,2408,981
168920,2966,1558,-816
168930,10736,2178,-390
168940,4924,2431,-141
168950,7364,-121,-229
168960,1046,2044,840
168970,2682,2356,137
168980,5116,1871,-732
168990,9941,669,-914
169000,6514,581,328
169010,2784,1310,317
169020,5878,3988,-712
169030,1020,1577,551
169040,9163,3868,-766
169050,10238,2135,612
169060,4512,3609,99
169070,1609,-301,-654
169080,1234,-29,129
169090,8078,1222,788
169100,505,355,819
169110,5190,-537,131
169120,8181,2021,776
169130,-209,-484,659
169140,9534,-688,-393
169150,5395,3254,-342
169160,2407,1352,-537
169170,9723,3558,-809
169180,10350,42,559
169190,6529,2616,299
169200,8143,1318,-705
169210,9602,3276,-545
169220,6137,1725,-907
169230,7698,-83,599
169240,7059,1819,56
169250,7371,2647,977
169260,8751,2582,-260
169270,-881,3782,-608
169280,6309,316,-832
169290,299,242,-731
169300,8328,3165,-905
169310,-311,3983,651
169320,1838,1942,-234
169330,6439,-985,-206
169340,9007,492,-436
169350,3604,183,-666
169360,4346,1916,615
169370,999,2973,280
169380,787,920,-598
169390,4961,1186,-483
169400,7971,2246,56
169410,796,2839,-721
169420,400,967,-1000
169430,10588,-730,472
169440,5377,3047,868
169450,-811,2296,255
169460,8155,2372,160
169470,7430,1084,-616
169480,-974,37,999
169490,7100,117,319
169500,6252,503,283
169510,116,3793,-894
169520,6598,143,-36
169530,6422,-661,-607
169540,9840,2513,237
169550,8871,2677,586
169560,8525,1842,-749
169570,10907,1545,-50
169580,2287,-225,-637
169590,4493,210,516
169600,356,2028,-362
169610,6706,3489,-402
169620,7803,2796,-244
169630,8856,2745,-937
169640,1437,3958,-898
169650,5041,-349,-868
169660,8730,1452,373
169670,9502,-815,-381
169680,814,-876,704
169690,3156,1993,-24
169700,1716,775,489
169710,4946,2432,-250
169720,5213,-754,318
169730,-707,858,908
169740,7168,3811,-504
169750,3713,486,793
169760,7529,676,-790
169770,2731,3968,-28
169780,10475,3749,-489
169790,4816,2703,-847
169800,10235,254,-755
169810,9278,812,-88
169820,10377,2362,-377
169830,9747,2841,883
169840,142,3770,8
169850,458,3724,156
169860,1089,3297,-215
169870,-431,-345,6
169880,4284,-182,842
169890,25,1338,-663
169900,6772,3795,722
169910,8855,3100,-320
169920,4779,2677,-429
169930,10214,736,-451
169940,3309,3270,-453
169950,7130,3699,506
169960,4407,2917,-185
169970,5336,1722,786
169980,4719,1966,75
169990,3442,1509,-266
170000,7161,2754,214
170010,8220,629,443
170020,4250,1894,-456
170030,5747,1460,851
170040,6807,1005,235
170050,5255,2166,-412
170060,2719,2798,-389
170070,6158,3535,719
170080,4805,-409,-589
170090,4779,-595,74
170100,2438,-347,-925
170110,7272,1990,-724
170120,8444,3746,703
170130,5623,-46,73
170140,381,1225,173
170150,3993,561,-874
170160,1025,2800,-259
170170,116,3248,-827
170180,9859,1813,-271
170190,4391,-373,180
170200,9880,-684,-141
170210,349,568,620
170220,4949,2683,-33
170230,324,3203,364
170240,3250,2823,-978
170250,159,2016,298
170260,-265,1730,75
170270,5031,-979,-115
170280,1236,1556,665
170290,7475,2582,-420
170300,614,2617,-42
170310,1063,2438,-585
170320,6057,3438,-480
170330,2264,2775,-662
170340,7230,2101,367
170350,4381,1726,190
170360,2763,696,-521
170370,9171,-268,63
170380,167,3400,345
170390,6266,34,816
170400,7149,1765,278
170410,1643,-666,-421
170420,7877,3699,-115
170430,10886,3258,323
170440,4523,2010,231
170450,609,2937,43
170460,2655,422,-317
170470,5404,3943,-957
170480,5269,2897,675
170490,8366,1118,327
170500,1550,1509,604
170510,4770,1801,986
170520,7321,-808,-616
170530,7840,3861,-963
170540,6602,3269,179
170550,6701,-304,-543
170560,7984,-839,-913
170570,-330,2594,-836
170580,7089,3263,725
170590,-554,2928,662
170600,2412,2363,-163
170610,5017,125,868
170620,3096,13,-994
170630,2294,-399,-498
170640,415,177,-425
170650,8382,3720,-468
170660,311,2164,997
170670,2695,3727,-146
170680,3087,1786,75
170690,6010,3764,-860
170700,1359,1041,394
170710,8062,1182,757
170720,-488,2545,-645
170730,1733,253,-819
170740,10974,1375,-19
170750,4579,90,-115
170760,9505,758,-963
170770,883,2391,-107
170780,5095,-161,-398
170790,4212,-434,946
170800,3747,324,-640
170810,-338,3008,-520
170820,9915,473,260
170830,4506,2426,-207
170840,-458,1445,-847
170850,5400,847,964
170860,-821,643,-634
170870,-534,3569,181
170880,-257,2916,830
170890,6593,1356,220
170900,7729,2063,961
170910,7327,603,-674
170920,1046,1505,-134
170930,164,2793,-865
170940,5276,1786,362
170950,1974,1288,548
170960,5531,1499,994
170970,9159,3984,346
170980,4573,2491,323
170990,906,1694,-741
171000,3644,880,702
171010,5842,3854,460
171020,-816,3241,-155
171030,9553,3300,-377
171040,3231,2337,-773
171050,3408,-488,-440
171060,4268,3344,-53
171070,9335,2038,578
171080,7350,-620,-249
171090,4196,2565,224
171100,5101,2622,-462
171110,8634,1891,-213
171120,7107,-822,-450
171130,6254,3748,-288
171140,5056,897,-913
171150,6694,3717,-238
171160,4873,59,-748
171170,-193,2239,842
171180,2704,1451,-768
171190,3154,1472,241
171200,5365,3679,-716
171210,10105,2422,753
171220,9905,1961,-745
171230,-773,-730,622
171240,4715,1599,-360
171250,9291,104,-296
171260,3307,1592,867
171270,4160,2602,975
171280,405,-701,201
171290,5739,479,-149
171300,1448,2594,-991
171310,7294,3595,541
171320,2761,1573,-376
171330,149,-398,494
171340,2496,240,-285
171350,9196,594,668
171360,2650,-83,445
171370,-413,-303,-155
171380,2948,-88,-785
171390,8506,2927,-726
171400,8482,1487,287
171410,10478,483,-460
171420,4041,169,794
171430,6566,2200,694
171440,6541,-845,36
171450,4645,2331,-215
171460,10199,149,-442
171470,4031,1626,-461
171480,1640,3772,891
171490,3243,-708,-58
171500,6098,63,-823
171510,2142,2405,910
171520,-533,1643,984
171530,6870,1306,-268
171540,9448,1965,463
171550,4994,3818,316
171560,3619,2780,703
171570,3878,1587,725
171580,6076,1879,-478
171590,1355,-697,312
171600,5957,3305,820
171610,6754,-188,-968
171620,-815,-71,-201
171630,10970,1134,-836
171640,7696,-561,994
171650,6586,1152,-381
171660,3354,1070,252
171670,5895,-374,-978
171680,10657,1358,761
171690,4984,2013,380
171700,1024,1022,993
171710,8738,2547,-595
171720,5948,-99,-484
171730,9832,1481,408
171740,9556,978,836
171750,3887,196,204
171760,88,2246,811
171770,1899,2445,440
171780,2456,773,-848
171790,2812,1378,334
171800,2028,-539,-834
171810,534,1576,-862
171820,3625,173,456
171830,6629,486,-61
171840,2744,1527,738
171850,113,982,876
171860,847,3491,912
171870,10379,1174,-798
171880,7958,3329,184
171890,5581,2849,-354
171900,5671,3352,556
171910,816,2272,-200
171920,3810,3311,-20
171930,165,2753,-375
171940,6991,-639,-787
171950,5878,1984,-688
171960,1863,3734,-685
171970,9912,-273,434
171980,5619,787,-904
171990,4537,-692,-781
172000,10987,1100,503
172010,5798,2903,-44
172020,8695,1258,-968
172030,-182,2197,-877
172040,4029,2199,359
172050,7466,1439,-539
172060,9254,2960,358
172070,462,167,-813
172080,8798,1579,-630
172090,568,242,-360
172100,3290,-582,199
172110,2166,1396,-855
172120,8685,1529,-13
172130,2679,-799,131
172140,6443,3199,-906
172150,4192,-43,647
172160,4438,-276,-677
172170,544,3051,818
172180,7709,-173,-685
172190,6895,2538,630
172200,7324,1277,330
172210,5464,3348,-948
172220,452,-31,60
172230,1478,1972,549
172240,-27,242,-456
172250,8650,-236,-187
172260,7354,2088,-150
172270,8331,1392,497
172280,3911,699,979
172290,5833,2632,980
172300,8357,472,47
172310,10458,1438,437
172320,7154,3646,-336
172330,10021,2966,-651
172340,9442,3149,-67
172350,10056,-862,676
172360,7165,-900,391
172370,1996,-452,-302
172380,3477,3890,-87
172390,6298,-710,996
172400,565,2579,-55
172410,4228,497,-978
172420,6517,138,337
172430,6052,-624,926
172440,5954,285,692
172450,8550,3360,-541
172460,10290,2116,-261
172470,9159,-359,-700
172480,1563,1618,250
172490,4669,-654,941
172500,-310,3901,-144
172510,1957,1775,674
172520,3469,1105,-722
172530,6463,2010,359
172540,3820,2251,585
172550,-505,-477,312
172560,2694,-443,880
172570,1451,3238,228
172580,5419,2791,855
172590,6705,-497,951
172600,6344,254,-806
172610,8388,-589,-944
172620,4903,-5,136
172630,2212,170,491
172640,7212,1333,43
172650,5901,-271,-215
172660,2935,557,-696
172670,2900,444,-968
172680,7956,3309,-460
172690,9446,3313,-584
172700,10843,-734,517
172710,3692,-140,-680
172720,-938,-962,-192
172730,2247,452,213
172740,4609,2167,-552
172750,2495,-481,-508
172760,2340,796,200
172770,1659,3021,-742
172780,6101,924,735
172790,9073,1787,-431
172800,3520,-736,-697
172810,1246,3624,-922
172820,7406,1586,335
172830,2278,-212,-803
172840,6144,3741,747
172850,8154,1612,278
172860,10070,3975,378
172870,232,2862,-982
172880,6301,2846,861
172890,3294,2494,-49
172900,8217,2487,-547
172910,671,3499,234
172920,4130,-698,-639
172930,97,688,-401
172940,4561,1950,-212
172950,3564,2543,141
172960,2066,-136,-127
172970,246,418,933
172980,6897,3059,833
172990,6632,3082,951
173000,4698,-487,854
173010,3248,782,47
173020,5935,1143,-350
173030,5851,989,22
173040,8504,-189,-104
173050,5785,1505,51
173060,4855,-625,-206
173070,1887,-776,-158
173080,3276,-964,-680
173090,461,464,-273
173100,781,1879,-646
173110,7158,3226,998
173120,4413,-754,699
173130,9597,3272,-491
173140,7522,2856,-904
173150,7401,3985,-145
173160,10958,2096,-887
173170,5825,1010,-574
173180,1306,-61,616
173190,6275,3348,466
173200,3202,1765,790
173210,701,1550,-418
173220,1596,-402,-895
173230,2574,-698,-141
173240,6700,3964,-305
173250,9048,935,841
173260,5372,3255,355
173270,2733,2950,-750
173280,8860,8,-343
173290,7352,879,452
173300,7237,1567,-481
173310,4057,1596,-550
173320,1383,3849,-266
173330,1475,3315,-914
173340,74,2065,-585
173350,2432,2982,373
173360,3957,1587,952
173370,3954,-247,-176
173380,6734,-260,647
173390,7451,163,-926
173400,2352,3501,443
173410,2518,-952,-101
173420,1041,3261,563
173430,623,3142,538
173440,10730,3749,-771
173450,8528,1440,497
173460,-643,96,258
173470,3239,2743,559
173480,3983,531,336
173490,4332,1836,-590
173500,8369,3201,-901
173510,-112,1925,-137
173520,5580,267,-685
173530,1983,812,-136
173540,6061,494,894
173550,3285,-664,-568
173560,2880,1807,-467
173570,-959,1863,149
173580,-353,-912,-347
173590,5917,3134,-140
173600,354,3133,635
173610,6540,2728,444
173620,7917,2170,140
173630,5890,3731,567
173640,2162,3901,235
173650,6837,584,93
173660,7619,1136,-386
173670,3379,726,-481
173680,7491,1653,921
173690,9962,988,37
173700,7006,1948,-175
173710,9708,2744,-997
173720,1160,3601,-151
173730,2030,2143,-826
173740,25,2142,724
173750,7892,1376,-217
173760,3967,557,-651
173770,1873,-630,755
173780,-649,867,23
173790,-1000,940,247
173800,7451,389,265
173810,7476,3497,-721
173820,6066,1143,-373
173830,2086,2426,-941
173840,2933,3976,-787
173850,7707,3154,-938
173860,-765,2878,-325
173870,10509,1992,51
173880,5652,2384,866
173890,5748,-967,188
173900,4434,647,890
173910,2228,3263,-886
173920,1851,134,319
173930,7688,671,229
173940,8320,1130,-450
173950,6904,3734,-329
173960,4884,-764,-3
173970,6687,2268,997
173980,8594,2948,509
173990,-757,3693,11
174000,28,130,17
174010,5273,1857,410
174020,1088,1025,-10
174030,3081,3880,5
174040,2382,725,-294
174050,907,1963,-985
174060,9149,1082,-573
174070,3068,118,-268
174080,-301,286,556
174090,3255,1300,-558
174100,2761,-401,-99
174110,-973,-573,878
174120,6825,3927,331
174130,3695,2019,-160
174140,2709,1103,-609
174150,1566,3266,77
174160,1299,275,-166
174170,1931,606,-416
174180,6326,2397,383
174190,6318,-66,-166
174200,3233,1159,-266
174210,4713,3550,453
174220,7982,-378,201
174230,7531,2553,-899
174240,1665,1347,-578
174250,7397,2411,344
174260,10646,3817,-850
174270,6710,-411,-685
174280,2021,334,-987
174290,5786,-336,-210
174300,3599,886,989
174310,864,-221,-192
174320,9494,2738,427
174330,2840,2546,-122
174340,7050,474,352
174350,8523,1450,712
174360,4696,483,-233
174370,7398,3501,-282
174380,4566,1969,889
174390,-992,3915,794
174400,6047,846,-919
174410,3322,631,-297
174420,266,366,-51
174430,10192,3321,-564
174440,659,3152,-610
174450,7606,3432,-498
174460,883,-256,-720
174470,5008,749,45
174480,4799,2685,501
174490,1574,2129,-643
174500,6431,1573,-269
174510,4847,-974,-73
174520,2463,579,369
174530,6424,2059,41
174540,10346,-204,956
174550,7674,877,-221
174560,6954,1102,159
174570,5596,-189,-227
174580,3752,773,884
174590,978,785,146
174600,2813,2964,-534
174610,-932,1845,63
174620,3667,2124,405
174630,7531,3697,-488
174640,1897,260,-164
174650,10173,1325,290
174660,9783,-402,-875
174670,9353,-161,780
174680,10176,-69,903
174690,-841,61,-819
174700,-837,-588,-979
174710,9015,196,-753
174720,8443,-944,-876
174730,5746,2154,-871
174740,2898,182,-1
174750,10505,3712,698
174760,1039,1521,-117
174770,7394,-151,-959
174780,1603,-783,-889
174790,4307,-933,267
174800,4560,2021,-733
174810,7972,-854,757
174820,7765,333,511
174830,1064,-595,-736
174840,6182,612,-180
174850,6009,-477,416
174860,6782,2672,377
174870,1880,458,53
174880,5423,2092,-518
174890,931,3896,-53
174900,5613,2184,776
174910,4516,545,-933
174920,-877,1038,52
174930,5343,1192,241
174940,2101,1559,-193
174950,1444,3582,362
174960,1327,1312,-562
174970,3042,1699,-219
174980,-708,1183,142
174990,5724,2166,-343
175000,5588,6109,-125
175010,790,1026,-639
175020,101,-423,969
175030,2074,979,-452
175040,8863,-974,-843
175050,919,895,-703
175060,9274,-367,730
175070,10035,3727,926
175080,5910,1706,601
175090,4489,1158,528
175100,157,468,858
175110,10271,-771,223
175120,4096,2468,158
175130,7325,-525,-159
175140,2896,1013,523
175150,3539,2709,271
175160,3085,3835,-978
175170,10469,1445,-431
175180,5282,780,-311
